Sample	Chromosome	Start.bp	End.bp	modal_A2f	N.modal_A2modal_A1F	sd.modal_A2modal_A1F	depth.ratio	N.ratio	sd.ratio	CNt	modal_A1	modal_A2	LPP	LOH	length
NET-002-T_2	chr12	63328557	123110885	0.435469016851247	1090	0.0771385936402135	0.996931308529458	51422	0.284892802341172	2	1	1	-6.79346447689287	0	59782328
NET-002-T_2	chr12	123185759	123199842	0.255726378372887	9	0.0842349557949535	1.12183229728463	69	0.498369952920945	8	6	2	-6.78168369064678	0	14083
NET-002-T_2	chr12	123200099	133802982	0.444553768051153	279	0.0568491292461184	1.00741491351491	11138	0.285975736929734	2	1	1	-6.93083762201462	0	10602883
NET-002-T_2	chr13	19043053	19296390	0.271418841519235	9	0.13715542683799	0.975020365287039	50	0.440280116771686	4	3	1	-7.0154852113765	0	253337
NET-002-T_2	chr13	19296429	115091399	0.430298435030673	1114	0.0803171495398299	0.991415918257013	43418	0.284447203650523	2	1	1	-6.81724607368998	0	95794970
NET-002-T_2	chr14	19012551	20404874	0.31237452561789	90	0.0943759111703747	1.03095816597747	877	0.440074710260061	3	2	1	-7.2224889542567	0	1392323
NET-002-T_2	chr14	20502120	105954705	0.438780575368174	1989	0.0686683070559424	0.997119994912354	77106	0.289409136835718	2	1	1	-6.82976876070728	0	85452585
NET-002-T_2	chr14	105954949	107211211	0.356908735028261	105	0.0835846645853541	1.00843620554832	1760	0.36954687555116	2	1	1	-6.98107396365176	0	1256262
NET-002-T_2	chr15	20173160	22413825	0.312239869570693	94	0.0835034600636342	1.04542336555474	884	0.392248199968061	2	1	1	-7.50003767148153	0	2240665
NET-002-T_2	chr15	22413954	102516492	0.431580445020054	1885	0.0790328245320006	0.998571037079259	81777	0.290377605264165	2	1	1	-6.77178552385542	0	80102538
NET-002-T_2	chr16	227456	31580272	0.434343530995489	1140	0.0716357614268472	1.00880102219967	41943	0.290490408426445	2	1	1	-6.8092672047169	0	31352816
NET-002-T_2	chr16	31606623	33948737	0.331530365597951	262	0.108838846620355	1.07522860721165	1613	0.472958662019545	2	1	1	-7.07522469213685	0	2342114
NET-002-T_2	chr16	33949534	33950111	0.158796708036489	10	0.126952134461948	0.353586142900025	15	0.281287058934124	1	1	0	-6.73680397883493	1	577
NET-002-T_2	chr16	33950626	33961123	0.326218115174065	83	0.132290201171096	0.669571483514154	235	0.560523639814641	3	2	1	-6.76888843377353	0	10497
NET-002-T_2	chr16	33961138	35239713	0.324131462623553	118	0.115847083654489	1.11058404367881	529	0.632533826845216	3	2	1	-6.87184380413911	0	1278575
NET-002-T_2	chr16	46388407	46407745	0.310397516320976	20	0.118911234031724	1.31582311525422	138	0.483188081549719	7	5	2	-6.77148356601294	0	19338
NET-002-T_2	chr16	46432776	90161850	0.431110931072168	1417	0.0730028058592919	0.997964157775119	41630	0.295841741584908	2	1	1	-6.77624055608883	0	43729074
NET-002-T_2	chr17	62484	9714009	0.434867583256218	691	0.0662777085804101	1.0166983029774	20938	0.298846381097495	2	1	1	-6.82296673726188	0	9651525
NET-002-T_2	chr17	9725091	9850888	0.38439007535468	10	0.1805830372248	0.994481534131694	329	0.294621999234771	2	1	1	-6.74678405051331	0	125797
NET-002-T_2	chr17	10206595	21318629	0.411186518618395	632	0.0899631418164917	1.01137121331171	14667	0.313341079035222	2	1	1	-6.74172136802949	0	11112034
NET-002-T_2	chr17	21318663	21346271	0.285000517116272	64	0.0718009107444339	1.7144963658512	106	0.643733677625223	4	3	1	-6.73908288947406	0	27608
NET-002-T_2	chr17	21346331	21919684	0.343381972129933	121	0.0983222151346313	1.09916557812252	456	0.485866571071036	3	2	1	-6.82318142935831	0	573353
NET-002-T_2	chr17	22066807	22261089	0.255964240416339	44	0.11732485034041	1.32035363073548	141	0.687606891239051	4	3	1	-6.77740322055639	0	194282
NET-002-T_2	chr17	25264940	25267857	0.168736664385124	9	0.149651261270996	1.74128863268682	17	0.94486831482114	7	6	1	-6.7336836486829	0	2917
NET-002-T_2	chr17	25327766	39211434	0.433423795486442	451	0.0762544982901671	0.99785620024123	23265	0.292794782184776	2	1	1	-6.78162209664278	0	13883668
NET-002-T_2	chr17	39240511	39406713	0.268373725378213	24	0.0934132066354273	1.00618275092251	434	0.260625903398595	4	3	1	-7.19875176073657	0	166202
NET-002-T_2	chr17	39535859	45214366	0.419292236871104	384	0.0781246231931731	1.01306766976538	12481	0.29861316924473	2	1	1	-6.74507053050434	0	5678507
NET-002-T_2	chr17	45214373	45221318	0.288057086393639	23	0.135016131374089	0.964934642069	61	0.360769787183271	4	3	1	-6.74888213075732	0	6945
NET-002-T_2	chr17	45229200	81083474	0.433822161222363	1042	0.0755839829721458	1.00001244869986	44180	0.288085906847029	2	1	1	-6.78382684586634	0	35854274
NET-002-T_2	chr18	12842	112437	0.274041686036068	92	0.112412196983148	1.48209089915029	201	0.876365354278171	4	3	1	-6.73665226197044	0	99595
NET-002-T_2	chr18	118580	15330346	0.18109306677012	277	0.0806639127716223	0.593498907714095	9304	0.2020063102282	1	1	0	-6.77752147009298	1	15211766
NET-002-T_2	chr18	18511467	18520301	0.302859098571801	171	0.136979886234754	1.40985959489751	272	0.719014884590392	7	5	2	-6.73919708931636	0	8834
NET-002-T_2	chr18	18529837	77917479	0.16518931727109	576	0.0720562516564509	0.592220515252274	26492	0.188225355558776	1	1	0	-6.90002706326601	1	59387642
NET-002-T_2	chr19	107456	8669931	0.430584654888981	730	0.0815284335458832	1.01078016885369	19509	0.304363422276943	2	1	1	-6.77129751142826	0	8562475
NET-002-T_2	chr19	8999386	9021118	0.281219886854144	23	0.10706194874728	1.02737350996496	275	0.515353719179938	4	3	1	-6.74902670353207	0	21732
NET-002-T_2	chr19	9024297	21021333	0.43846633170352	710	0.073624576598216	1.01003888303104	27620	0.288767849327469	2	1	1	-6.81969289759787	0	11997036
NET-002-T_2	chr19	21022125	24345092	0.376663333876296	114	0.130764374100606	0.974963146753675	3036	0.32681526620058	2	1	1	-6.78786284906317	0	3322967
NET-002-T_2	chr19	27732058	27738918	0.312558876612649	42	0.111337807743898	1.15550029758834	99	0.539914027681405	7	5	2	-6.75389557218278	0	6860
NET-002-T_2	chr19	28246333	54742738	0.434651651409387	1741	0.0696003344286679	1.01255062160646	50974	0.305561183296882	2	1	1	-6.82374672904654	0	26496405
NET-002-T_2	chr19	54743544	55377255	0.360351546452123	191	0.111627039137612	1.05919629325272	2446	0.361081281515914	2	1	1	-6.86717905921571	0	633711
NET-002-T_2	chr19	55378008	58991522	0.438685472893351	363	0.0641231119071976	1.02234317657887	9144	0.301176582915309	2	1	1	-6.84882672172473	0	3613514
NET-002-T_2	chr20	126529	25595123	0.43735132534179	601	0.0700806210322052	1.00338516989459	18449	0.296375512019054	2	1	1	-6.81412144411304	0	25468594
NET-002-T_2	chr20	25595466	26318561	0.364607102343024	121	0.100592254437867	1.10459992375836	444	0.399676280522336	2	1	1	-6.88868586064068	0	723095
NET-002-T_2	chr20	29449417	29847618	0.319009665376385	179	0.102690047584109	1.3439106723525	377	0.676581660480207	3	2	1	-6.79992870919399	0	398201
NET-002-T_2	chr20	29862375	62872290	0.436900902386563	969	0.0726993641480244	1.01450560537915	39464	0.294871987601661	2	1	1	-6.85094718163645	0	33009915
NET-002-T_2	chr21	9492322	11186346	0.324289661423281	331	0.116112960481108	1.16161264813005	1098	0.697474583546545	3	2	1	-6.8420884961321	0	1694024
NET-002-T_2	chr21	14353138	14743923	0.304797973224247	13	0.0677600404141193	0.929546687892183	92	0.315552723425654	3	2	1	-7.39628082213	0	390785
NET-002-T_2	chr21	14756438	36089054	0.42836386812373	367	0.0799405457220846	0.995384047230841	10276	0.291660534541638	2	1	1	-6.76209541722316	0	21332616
NET-002-T_2	chr21	36161902	37022105	0.252616628934708	9	0.198649048435789	1.03051188781888	232	0.371814256050502	2	2	0	-7.06957161111024	1	860203
NET-002-T_2	chr21	37259272	48022375	0.439853816436483	520	0.0595439015176556	1.0085260781051	14630	0.298131117426662	2	1	1	-6.86915683674584	0	10763103
NET-002-T_2	chr22	16157883	17395724	0.354046349698203	55	0.0941086949471007	1.00582048604363	716	0.392863000692311	2	1	1	-6.9505924902323	0	1237841
NET-002-T_2	chr22	17565888	18718169	0.450381528522683	64	0.0396797916211166	1.01855593738044	1949	0.305298686158953	2	1	1	-7.25665711975715	0	1152281
NET-002-T_2	chr22	18721258	18880543	0.243075700678806	9	0.126835961426999	0.797563725671094	35	0.441684194567898	1	1	0	-6.98049583385292	1	159285
NET-002-T_2	chr22	18881845	51220938	0.438104726902359	1398	0.0655590262412601	0.998469854556811	48236	0.291810974195006	2	1	1	-6.82909015073375	0	32339093
NET-002-T_2	chrX	2712661	57705777	0.422731475542916	505	0.0800097074889798	0.992450150464226	34889	0.280918078420994	2	1	1	-6.76825793102927	0	54993116
NET-002-T_2	chrX	61691671	65176778	0.29423458618673	13	0.138393669263835	0.989363521757575	1609	0.311449154644258	2	1	1	-7.13954178413179	0	3485107
NET-002-T_2	chrX	65247311	135430483	0.430828694894767	432	0.0858347853768058	0.991005640253881	37666	0.27837428308524	2	1	1	-6.80660423291336	0	70183172
NET-002-T_2	chrX	135431236	140993913	0.353769033707727	40	0.113449582160128	1.00184385534649	2332	0.296390369370802	2	1	1	-6.88584913264902	0	5562677
NET-002-T_2	chrX	140994171	154871743	0.447687163895792	180	0.0472679263252973	1.00100326656199	11084	0.269890727687041	2	1	1	-7.06157811628665	0	13877572
NET-002-T_2	chrY	9967757	10034104	0.310067349676389	91	0.11912742482545	0.99502410017573	293	0.588446134747661	4	3	1	-6.81674460416163	0	66347
NET-002-T_2	chrY	13141070	59016510	0.295429851011553	392	0.139020335799674	1.33542387067605	800	0.824568051972769	3	2	1	-6.92405891385009	0	45875440
Sample	Chromosome	Start.bp	End.bp	modal_A2f	N.modal_A2modal_A1F	sd.modal_A2modal_A1F	depth.ratio	N.ratio	sd.ratio	CNt	modal_A1	modal_A2	LPP	LOH	length
NET-006-T_2	chr1	762273	12908375	0.437409345731015	746	0.071957359140311	1.01013700161976	17870	0.30997158193332	2	1	1	-6.8103717626846	0	12146102
NET-006-T_2	chr1	12908474	13219094	0.26088663349117	18	0.191921927209454	1.02511665439575	122	0.565201789868503	3	2	1	-6.90863542944721	0	310620
NET-006-T_2	chr1	13802325	16862708	0.42560401399581	138	0.0617471909720066	0.993128156351522	3797	0.301510017051372	2	1	1	-6.7598702445719	0	3060383
NET-006-T_2	chr1	16863173	17371245	0.321802797830861	127	0.104993250031519	1.05913340001156	1124	0.407018555125089	3	2	1	-6.9322556353402	0	508072
