Sample	Chromosome	Start.bp	End.bp	modal_A2f	N.modal_A2modal_A1F	sd.modal_A2modal_A1F	depth.ratio	N.ratio	sd.ratio	CNt	modal_A1	modal_A2	LPP	LOH	length
NET-001-T_2	chr6	485078	26285867	0.156300509807456	418	0.0523042896722288	0.800543850275573	15457	0.260253516517976	2	2	0	-6.74194296669631	1	25800789
NET-001-T_2	chr6	26365586	29858253	0.144679456569635	244	0.0527898129632521	0.847103161460165	5247	0.360636429948716	2	2	0	-6.79709764832787	1	3492667
NET-001-T_2	chr6	29893154	30152789	0.171365136399016	184	0.0777987117640784	0.822848208226633	1004	0.439200991936085	2	2	0	-6.75940352209427	1	259635
NET-001-T_2	chr6	30153363	30782205	0.14038896803137	38	0.0573052084302031	0.777924566253889	1961	0.267511179078072	2	2	0	-6.77886791018836	1	628842
NET-001-T_2	chr6	30782235	30893831	0.158107548438987	35	0.0373623636630151	0.775876297025444	488	0.250328018347161	2	2	0	-6.73832797583843	1	111596
NET-001-T_2	chr6	30893941	31132788	0.162201034650634	67	0.0552576220462912	0.796040384434207	833	0.360279605731159	2	2	0	-6.74298381655904	1	238847
NET-001-T_2	chr6	31134087	31237876	0.152514574871772	46	0.046686957286552	0.649214822629427	170	0.300411354190248	2	2	0	-6.76684215748819	1	103789
NET-001-T_2	chr6	31237917	31239279	0.280116642060868	24	0.0882955757422317	0.586709716718871	72	0.181300878671888	4	3	1	-6.76937273195789	0	1362
NET-001-T_2	chr6	31239296	31249267	0.148622988879658	30	0.0535582184040945	0.812300135171175	108	0.396034585009143	2	2	0	-6.74188392290661	1	9971
NET-001-T_2	chr6	31322121	31323958	0.159227410863707	16	0.047097726413632	1.23180962538727	50	0.792050973674018	8	7	1	-6.73772977038482	0	1837
NET-001-T_2	chr6	31324036	31324641	0.303795236483594	11	0.104063529547187	0.951261821826465	23	0.510823395609457	7	5	2	-6.73602556464472	0	605
NET-001-T_2	chr6	31324750	31332688	0.176465596771341	16	0.047310146903175	0.659763023271066	48	0.29447327360093	7	6	1	-6.82504793000701	0	7938
NET-001-T_2	chr6	31332920	32441396	0.139682303887948	164	0.0427551844610005	0.800557573394585	5734	0.323771392085817	2	2	0	-6.81061720947222	1	1108476
NET-001-T_2	chr6	32485326	33052981	0.0926264298685222	268	0.0580205535634547	1.17193842700406	1587	0.78387248591347	4	4	0	-6.74554273358949	1	567655
NET-001-T_2	chr6	33085010	56382474	0.150435484476961	553	0.0493984878008133	0.800375517133782	27768	0.259521975133215	2	2	0	-6.74681791309887	1	23297464
NET-001-T_2	chr6	57244672	57255032	0.440655433396645	20	0.0417817323467414	1.04600265489137	44	0.382709945284772	2	1	1	-6.82970422361283	0	10360
NET-001-T_2	chr6	57372104	58779097	0.349479550051306	108	0.0594537344377514	0.988503032434923	286	0.467645833921935	3	2	1	-6.82737048785862	0	1406993
NET-001-T_2	chr6	63921853	136582092	0.156238121650835	852	0.0537563853086663	0.818677751866048	39009	0.255871599459351	2	2	0	-6.9042744993051	1	72660239
NET-001-T_2	chr6	136582113	136599842	0.422983020593116	13	0.079596740044056	0.910828952319713	119	0.327266178214209	2	1	1	-6.73462935968899	0	17729
NET-001-T_2	chr6	136732799	170713503	0.155617619176329	585	0.0641253961129905	0.817345446333482	23549	0.279803480254723	2	2	0	-6.78826901141475	1	33980704
NET-001-T_2	chr7	35489	5760971	0.459227308126065	264	0.0501416038388687	1.34176926847517	6702	0.378623179539569	4	2	2	-7.02032542861845	0	5725482
NET-001-T_2	chr7	5765278	6005323	0.334549371422187	24	0.116612505544111	1.30497691003198	373	0.466081613605486	4	3	1	-6.79986230354026	0	240045
NET-001-T_2	chr7	6012700	27141657	0.453460453143235	364	0.057357306303411	1.36348017031353	11822	0.367217507531118	4	2	2	-6.88746041617045	0	21128957
NET-001-T_2	chr7	27196116	28547048	0.342471346557728	9	0.195491687802832	1.32889692050779	972	0.383307684928302	4	3	1	-6.77027792423927	0	1350932
NET-001-T_2	chr7	28673541	57642390	0.450440608216892	570	0.0735039556885572	1.36281108463183	20156	0.392312478106222	4	2	2	-6.80978499174178	0	28968849
NET-001-T_2	chr7	57642490	57698849	0.192710692375648	9	0.142244507802586	1.88217364540578	34	0.903054101556867	7	6	1	-6.7364588774736	0	56359
NET-001-T_2	chr7	57698903	57712326	0.389008142048862	14	0.0876898881486143	1.85248737042107	24	0.690693035700533	8	5	3	-6.73774358392628	0	13423
NET-001-T_2	chr7	61968883	63205694	0.353123311670973	23	0.113591233726228	1.29776254142571	335	0.493048075699816	3	2	1	-6.84221515903587	0	1236811
NET-001-T_2	chr7	63325944	100549284	0.444747025462127	706	0.0782910081817061	1.33491562046435	29638	0.374005381346585	4	2	2	-6.83519356125435	0	37223340
NET-001-T_2	chr7	100549321	100551533	0.332321752877971	84	0.0845661492058666	1.77801975511879	139	0.918214331598564	18	12	6	-6.7401291137672	0	2212
NET-001-T_2	chr7	100551578	100612898	0.384294543512181	94	0.0656390265919776	1.84115465298811	219	0.795805639415929	8	5	3	-6.7385297432896	0	61320
NET-001-T_2	chr7	100612945	100615533	0.296055429408623	9	0.0587731042040301	3.08790094378441	16	1.31903343399627	4	3	1	-6.7336432038734	0	2588
NET-001-T_2	chr7	100624718	100865847	0.461185785479428	42	0.0486590928509068	1.27625328670209	1185	0.362460603902863	4	2	2	-7.06889285248315	0	241129
NET-001-T_2	chr7	100875772	101256485	0.330715175834236	9	0.192548767271509	1.32092370032854	301	0.504724050303327	4	3	1	-6.75354551164567	0	380713
NET-001-T_2	chr7	101556363	141957653	0.44881738260417	841	0.0792679848681728	1.35919271207245	30993	0.380052993971665	4	2	2	-6.79162515462017	0	40401290
NET-001-T_2	chr7	142045446	142099548	0.222851185880276	9	0.0800765258986677	2.22866444250085	26	1.28361050706441	10	8	2	-6.73525980910109	0	54102
NET-001-T_2	chr7	142119831	142144129	0.46294730800178	10	0.0308805944099383	1.63580757280853	87	0.734392674146206	6	3	3	-7.56209460450402	0	24298
NET-001-T_2	chr7	142144135	142231762	0.294829508259431	15	0.0422005416349804	1.53209841296254	157	0.763842030660374	4	3	1	-6.73458316817281	0	87627
NET-001-T_2	chr7	142239679	142458371	0.401324010793519	26	0.0826229712889544	1.60917123227203	224	0.598815608721014	5	3	2	-6.73350705382721	0	218692
NET-001-T_2	chr7	142458697	142460100	0.265020473447237	13	0.0394641999402379	2.20935420205189	33	1.19499696018378	16	12	4	-6.73441925015854	0	1403
NET-001-T_2	chr7	142460107	142494606	0.353566393815002	93	0.0909836383114717	1.9693579048618	257	0.969143943545561	6	4	2	-6.73304939356113	0	34499
NET-001-T_2	chr7	142495308	151971127	0.44377226418694	323	0.0781567785280515	1.33089006993033	10199	0.381817830254049	4	2	2	-6.79094175521302	0	9475819
NET-001-T_2	chr7	152101416	152111535	0.372061776017063	17	0.0846950845854774	0.857966054890146	45	0.476205692549093	3	2	1	-6.73542798584673	0	10119
NET-001-T_2	chr7	152111860	159053596	0.45635919804999	140	0.0614066672029871	1.35336494677349	4407	0.371037341399908	4	2	2	-6.89613407503834	0	6941736
NET-001-T_2	chr8	280391	7001203	0.150095932002979	126	0.0527228976490095	0.808608688241409	2937	0.308310000725561	2	2	0	-6.73913983678297	1	6720812
NET-001-T_2	chr8	7148026	8066043	0.329616655568609	27	0.139344711840632	0.722919869957144	302	0.366065338843928	2	1	1	-7.04411829369305	0	918017
NET-001-T_2	chr8	8176221	43047593	0.155599217278193	751	0.0524722972923199	0.804303282539306	28476	0.263575035827622	2	2	0	-6.73371771821242	1	34871372
NET-001-T_2	chr8	43092904	43363432	0.333707243979637	9	0.0681248853210044	0.933796433337629	113	0.435227050325481	3	2	1	-6.90620597136475	0	270528
NET-001-T_2	chr8	47491073	52567459	0.133413363745524	31	0.0619464041672098	0.817398427104596	2183	0.27167447285483	2	2	0	-6.81479204912156	1	5076386
NET-001-T_2	chr8	52730441	52733128	0.366408068691836	15	0.0789763677733198	1.02504238455852	69	0.38647816071895	3	2	1	-6.73357066645984	0	2687
NET-001-T_2	chr8	52858979	146223744	0.157594068744923	1103	0.0563902782173704	0.809571392744115	53162	0.250315535690805	2	2	0	-6.75706620771838	1	93364765
NET-001-T_2	chr9	116211	46912964	0.360481164245477	777	0.0766299405122312	1.09103305415507	25225	0.327380019824666	3	2	1	-6.7529312963815	0	46796753
NET-001-T_2	chr9	65972412	67281962	0.305971081613158	107	0.0997127102289503	1.56454710525604	307	0.834094953538367	4	3	1	-6.76111108792598	0	1309550
NET-001-T_2	chr9	67320829	141069289	0.360261385319219	1987	0.0740787086565569	1.08071945824343	72211	0.315306189579553	3	2	1	-6.74347964854789	0	73748460
NET-001-T_2	chr10	94026	39138198	0.370531322290689	722	0.0743075176955849	1.08643924824039	23779	0.320232969594702	3	2	1	-6.73522326383076	0	39044172
NET-001-T_2	chr10	42360726	46963745	0.356506829251396	163	0.0887022132347045	1.09184423887225	3024	0.358351624750644	3	2	1	-6.74566315582592	0	4603019
NET-001-T_2	chr10	46965018	126524046	0.445516349298502	1554	0.0668960770200614	0.809475820145141	64361	0.229543286956993	2	1	1	-6.8165597107497	0	79559028
NET-001-T_2	chr10	126675917	127668487	0.352504866798882	75	0.0915564119905131	0.869405340503664	982	0.333929728345329	3	2	1	-6.9997574171851	0	992570
NET-001-T_2	chr10	127668610	135166047	0.448107010023447	282	0.0625347047332948	0.826943710500927	4955	0.264490467813265	2	1	1	-6.86500108997412	0	7497437
NET-001-T_2	chr10	135182369	135473026	0.347064181742927	39	0.0813234408045522	0.828358550995664	667	0.269465923641458	3	2	1	-6.94341442648226	0	290657
NET-001-T_2	chr11	193096	204147	0.348968970559668	9	0.088436417837902	0.871779287882777	115	0.266414084135546	3	2	1	-6.76717426705627	0	11051
NET-001-T_2	chr11	204228	1013167	0.168974336907029	129	0.0623217147070827	0.771689501112439	3535	0.23995321431619	2	2	0	-6.77792072361446	1	808939
NET-001-T_2	chr11	1016655	1018385	0.322314662283887	70	0.0942688866029851	1.23630913413187	106	0.44995834258617	10	7	3	-6.73971803887841	0	1730
NET-001-T_2	chr11	1018456	1213047	0.262716115355012	28	0.0920501933470978	0.781947058669401	719	0.256204867577508	1	1	0	-7.04382877231111	1	194591
NET-001-T_2	chr11	1213125	1213556	0.404691383255066	18	0.0699533224390481	1.02779194560403	26	0.314336275103835	5	3	2	-6.73382803323171	0	431
NET-001-T_2	chr11	1246941	4567584	0.176656123291123	175	0.0664837192559831	0.775659141528756	5055	0.247214648293276	2	2	0	-6.84129609936226	1	3320643
NET-001-T_2	chr11	4607913	5275802	0.146617458492124	93	0.0375086837382189	0.874463090488071	1205	0.444182795544882	2	2	0	-6.77748057805288	1	667889
NET-001-T_2	chr11	5276169	48149491	0.163816241418988	905	0.0543201874795101	0.802386723939428	35686	0.257905964665621	2	2	0	-6.75403249587313	1	42873322
NET-001-T_2	chr11	48346204	51527637	0.3533379969691	147	0.0634459971773092	0.9151167847915	1545	0.34186149597638	3	2	1	-7.20055888856357	0	3181433
NET-001-T_2	chr11	55110856	56459170	0.200314506463284	68	0.0721428991161881	0.858991906565319	1555	0.319764644930721	2	2	0	-6.99214953590814	1	1348314
NET-001-T_2	chr11	56467787	56468835	0.366309570658367	31	0.112854754879556	1.26955661763415	53	0.459879806187804	3	2	1	-6.73337502247458	0	1048
NET-001-T_2	chr11	56468936	114318464	0.155782252612474	1275	0.057883876522435	0.790843692782139	66406	0.246202082995659	2	2	0	-6.91967308666789	1	57849528
NET-001-T_2	chr11	114421561	114422135	0.319328719000244	34	0.0547279855870569	1.08655100679717	45	0.185347290732339	10	7	3	-6.74558566030624	0	574
NET-001-T_2	chr11	115040140	134856497	0.158130584764911	487	0.0538377632634675	0.79111364650873	21848	0.256070986544462	2	2	0	-6.79302748453618	1	19816357
NET-001-T_2	chr12	163272	24102737	0.238199777626329	742	0.0743294787490887	0.539665542181439	27375	0.180965195985601	1	1	0	-6.94994829442783	1	23939465
NET-001-T_2	chr12	24964523	34320110	0.352258513455142	311	0.0791445319924275	1.11971388185921	7793	0.354862013261391	3	2	1	-6.80698419359191	0	9355587
NET-001-T_2	chr12	38471762	133811705	0.363806089582895	2486	0.0706544154898136	1.08295361322467	102054	0.317917366232245	3	2	1	-6.73599633299015	0	95339943
NET-001-T_2	chr13	19271676	19386250	0.363609389226447	9	0.118354106157938	1.31871831108431	58	0.758633592126158	3	2	1	-6.73875472213892	0	114574
NET-001-T_2	chr13	19526019	115064542	0.162120487048961	959	0.0662113875282063	0.818315837323184	44475	0.262193451688383	2	2	0	-6.94129261128325	1	95538523
NET-001-T_2	chr14	19110239	20148108	0.311550611714264	47	0.114498084201643	1.39222859674632	471	0.651116225372897	4	3	1	-6.7451576774244	0	1037869
NET-001-T_2	chr14	20228995	106518930	0.450443414882252	1939	0.0737119065510358	1.34494893953606	79721	0.376266835059868	4	2	2	-6.86188174085024	0	86289935
NET-001-T_2	chr14	106573251	106733437	0.298630738136549	19	0.0633668886177901	1.52095920799806	157	0.791683517738431	4	3	1	-6.73614413521354	0	160186
NET-001-T_2	chr14	106733555	107283160	0.396342755423048	158	0.07940368362356	1.46129667758836	848	0.626944129703808	5	3	2	-6.74871478920344	0	549605
NET-001-T_2	chr15	20083754	22016259	0.339599728551162	78	0.148248217412669	0.811409110544364	654	0.368706857144251	2	1	1	-6.92195040274455	0	1932505
NET-001-T_2	chr15	22140359	22466126	0.147430537807131	26	0.0502976524914816	0.666876377370211	276	0.349866567827318	2	2	0	-6.80347106045682	1	325767
NET-001-T_2	chr15	22473106	22489966	0.426542715546301	9	0.131305094256764	0.674868790200496	35	0.37472445450854	2	1	1	-6.73550744759296	0	16860
NET-001-T_2	chr15	22692513	76462077	0.163241952761305	1136	0.0680080954122525	0.799275888205083	60748	0.255359266510629	2	2	0	-6.77095658568205	1	53769564
NET-001-T_2	chr15	76552369	77271643	0.326805574966638	9	0.100312151695484	0.792011458028566	511	0.262162047209295	2	1	1	-7.25109576381857	0	719274
NET-001-T_2	chr15	77322029	102516492	0.157606168821854	619	0.0558288375811894	0.801761050226256	21915	0.273112352657998	2	2	0	-6.73853767992512	1	25194463
NET-001-T_2	chr16	96405	34324878	0.356809908254012	1527	0.0831403111791453	1.06013293083182	44753	0.335541991035589	3	2	1	-6.82981745228135	0	34228473
NET-001-T_2	chr16	47001626	69375841	0.354334500008325	445	0.0765538538528972	1.07678325253825	19916	0.322585657039774	3	2	1	-6.75889049875132	0	22374215
NET-001-T_2	chr16	69377553	90244494	0.397165362915445	975	0.0693280988135766	0.991063276207343	21024	0.308273339933809	3	2	1	-7.72889222031566	0	20866941
NET-001-T_2	chr17	69368	2929674	0.448696725722883	139	0.0649529789903479	1.30994072843446	4390	0.381834650115336	4	2	2	-6.83582247084321	0	2860306
NET-001-T_2	chr17	2929950	2966731	0.272358768552947	9	0.1347838805067	1.5651615997709	58	0.864293629806385	8	6	2	-6.73948448355164	0	36781
NET-001-T_2	chr17	3100802	15587383	0.455912181508477	586	0.0459903877964551	1.31857707093337	21386	0.383892794562431	4	2	2	-7.05986810448791	0	12486581
NET-001-T_2	chr17	15599665	16068377	0.308726176826445	9	0.0520026708715791	1.32582240323935	1029	0.342043842877048	4	3	1	-6.77175100224383	0	468712
NET-001-T_2	chr17	16068383	16552913	0.474117817287488	9	0.0255918823935334	1.31685827756222	614	0.35732098548253	4	2	2	-8.44304439629963	0	484530
NET-001-T_2	chr17	16569572	16796872	0.31721577952284	9	0.186689656322405	1.32373696842507	289	0.465818644525591	4	3	1	-6.74143239488313	0	227300
