chromosome	start.pos	end.pos	Bf	N.BAF	sd.BAF	depth.ratio	N.ratio	sd.ratio	CNt	A	B	LPP
chr2	95527879	96616348	0.310082863592942	75	0.0992703052957606	0.823857917360816	1290	0.324431758195911	3	2	1	-7.36781410469859
chr2	96616354	96619873	0.412429992017166	41	0.0578251780759229	1.116766540222	67	0.384959933773092	7	4	3	-6.74092211703526
chr2	96781257	97463529	0.148793436167227	16	0.0703396521648115	0.782951864620879	1788	0.227536670233092	2	2	0	-6.74425390150088
chr2	97817469	97877478	0.355420574348678	35	0.0786579660953174	0.942782821834531	146	0.472119503868379	3	2	1	-6.75321653053967
chr2	98128150	128944424	0.16223861977286	530	0.0617289419836255	0.80682983160371	20138	0.261502417054949	2	2	0	-6.74173055062844
chr2	129023282	132592178	0.165082922766399	94	0.0979239266038181	0.818235833999434	2533	0.310965440797687	2	2	0	-6.74468222594158
chr2	132860794	133095074	0.346696205338292	245	0.107734053249231	1.09355008746483	728	0.579956987538001	3	2	1	-6.75800467517947
chr2	133489601	186671912	0.152565947367034	564	0.0536482307023814	0.817585620580533	34741	0.243879586848667	2	2	0	-6.85152541126767
chr2	186672527	186940333	0.364426527972738	9	0.155301320020147	0.811966039002253	96	0.229263567152926	2	1	1	-6.82026244324949
chr2	187368733	242842382	0.154582244573886	1030	0.0563864977466978	0.802289708727418	51992	0.248738549158691	2	2	0	-6.74153323886354
chr3	239245	51936949	0.157080526034129	876	0.0517033641994102	0.795752643354558	49202	0.248153129392573	2	2	0	-6.80729265378677
chr3	51975945	52864860	0.168517254402872	97	0.0464544196107816	0.771466090990719	4241	0.194329028316501	2	2	0	-6.80860006339475
chr3	52867595	75679322	0.158018194848532	236	0.0570284324036367	0.800914888680234	12691	0.249467504739028	2	2	0	-6.74165282820664
chr3	75679351	75781421	0.334618994941024	270	0.0887103776502505	1.43710627991979	483	0.679681594785591	6	4	2	-6.77062197125503
chr3	75781436	75792621	0.394961223569681	172	0.0823904823900631	1.15935775401377	276	0.400887685176886	5	3	2	-6.74421360388824
chr3	75792657	90291119	0.248305670029178	72	0.117052526730885	0.828458180364768	2487	0.236063339854264	2	2	0	-7.21202424650675
chr3	93593119	150915582	0.153615937072254	1023	0.0563579472290171	0.809752346601828	44961	0.260098369991713	2	2	0	-6.74767652029618
chr3	151011944	172165727	0.148297576132348	192	0.0490388231266562	0.824655918067252	10968	0.271676424851544	2	2	0	-6.83840411663864
chr3	172223262	195346282	0.157184703098231	425	0.0545315401205993	0.806112544667387	16959	0.260113820123197	2	2	0	-6.73400644175723
chr3	195346352	195515387	0.330575380790378	74	0.124005681755869	0.803968586201327	518	0.34539035686404	3	2	1	-6.86392751327682
chr3	195594950	197762623	0.203085525617653	109	0.0939143503346361	0.792345637769594	3877	0.247579647734742	2	2	0	-6.89124211748909
chr4	47658	2090408	0.427781155931627	145	0.0862543779776222	1.33042895010002	4799	0.364086684973742	4	2	2	-6.7390257487357
chr4	2092346	2438492	0.30652374853042	9	0.228481278104891	1.33574561250283	583	0.383240226010811	4	3	1	-6.73486615873103
chr4	2439738	3526786	0.457834009793342	53	0.0369666915542931	1.3191498341397	2620	0.382436668234316	4	2	2	-7.20193685022535
chr4	3589417	4249414	0.365582087972271	58	0.0790079923514982	1.64360325421429	256	0.873294837116137	6	4	2	-6.75967025250883
chr4	4249620	28372227	0.453851097593366	336	0.0594671147020596	1.36495700448152	12189	0.381804221489204	4	2	2	-6.88119266161731
chr4	28394761	33522197	0.2536427191031	9	0.230950451636517	1.32458151978419	349	0.53246590914914	4	3	1	-6.76100455300326
chr4	35110710	48566843	0.451364643975964	283	0.0631680452420667	1.36775861542043	9408	0.373567979749207	4	2	2	-6.84482267950543
chr4	48569343	49245009	0.359459826909441	38	0.116976028230806	1.33217651009231	572	0.401455308470054	3	2	1	-6.842407014956
chr4	49264497	49560048	0.288336485883098	19	0.115641915547862	1.01650548334957	61	0.485613860858526	4	3	1	-6.79896046079193
chr4	53728524	79531381	0.456294108531583	541	0.0601192631583034	1.35137566931116	16274	0.368422446920641	4	2	2	-6.90732065525391
chr4	80198813	80905990	0.37224897271506	12	0.0885339773844774	1.36087886159558	259	0.399136253421444	3	2	1	-6.86941116307529
chr4	80906131	159569765	0.452813031596695	1052	0.0620203689496618	1.35739162400075	41530	0.369469280221935	4	2	2	-6.86254064042916
chr4	159588139	163906170	0.350202950440622	9	0.198805879635834	1.34491418478837	1101	0.354518560901887	4	3	1	-6.78069121236245
chr4	164245053	189552279	0.455100818165021	314	0.0513826994559658	1.35981725307782	11153	0.375044303823253	4	2	2	-6.94519061690495
chr4	189552473	191044226	0.324747636954111	91	0.112454973759817	1.41331114131058	419	0.62250712923108	4	3	1	-6.77587527976596
chr5	140532	796064	0.437428344380346	127	0.0652977336953342	1.38989255202962	1597	0.44734551033045	4	2	2	-6.75912189706974
chr5	796272	843815	0.31050424266406	14	0.0769429644621247	1.52212654911615	128	0.598205913460502	7	5	2	-6.74373606499365
chr5	851207	6827854	0.446005192380899	139	0.086703948615118	1.35851186188856	3239	0.410230168260133	4	2	2	-6.77149200624044
chr5	7291461	7291602	0.240731891232152	9	0.0412098289246631	2.37381264679356	12	0.884208167420621	1	1	0	-6.73884741619537
chr5	7303661	45695725	0.449428196949232	358	0.0875132505319561	1.35843558795235	17908	0.370446487970177	4	2	2	-6.78395681300693
chr5	49692043	97912184	0.447198040087657	510	0.0740916180202424	1.35466252330677	28620	0.358880568120784	4	2	2	-6.79653490285008
chr5	97912219	97912468	0.233697115608196	10	0.0679157157397641	2.5559313884954	15	1.27034879724691	18	14	4	-6.73352320205794
chr5	97912487	180710469	0.44730181060063	1494	0.0776785532900618	1.33828230704487	64155	0.374092850385179	4	2	2	-6.88763254016317
chr6	335251	367552	0.413082520082692	13	0.0457627661885814	0.942105482490462	111	0.260653457796794	2	1	1	-6.77402544450536
chr6	485078	26285867	0.156300509807456	418	0.0523042896722288	0.800543850275573	15457	0.260253516517976	2	2	0	-6.74194296669631
chr6	26365586	29858253	0.144679456569635	244	0.0527898129632521	0.847103161460165	5247	0.360636429948716	2	2	0	-6.79709764832787
chr6	29893154	30152789	0.171365136399016	184	0.0777987117640784	0.822848208226633	1004	0.439200991936085	2	2	0	-6.75940352209427
chr6	30153363	30782205	0.14038896803137	38	0.0573052084302031	0.777924566253889	1961	0.267511179078072	2	2	0	-6.77886791018836
chr6	30782235	30893831	0.158107548438987	35	0.0373623636630151	0.775876297025444	488	0.250328018347161	2	2	0	-6.73832797583843
chr6	30893941	31132788	0.162201034650634	67	0.0552576220462912	0.796040384434207	833	0.360279605731159	2	2	0	-6.74298381655904
chr6	31134087	31237876	0.152514574871772	46	0.046686957286552	0.649214822629427	170	0.300411354190248	2	2	0	-6.76684215748819
chr6	31237917	31239279	0.280116642060868	24	0.0882955757422317	0.586709716718871	72	0.181300878671888	4	3	1	-6.76937273195789
chr6	31239296	31249267	0.148622988879658	30	0.0535582184040945	0.812300135171175	108	0.396034585009143	2	2	0	-6.74188392290661
chr6	31322121	31323958	0.159227410863707	16	0.047097726413632	1.23180962538727	50	0.792050973674018	8	7	1	-6.73772977038482
chr6	31324036	31324641	0.303795236483594	11	0.104063529547187	0.951261821826465	23	0.510823395609457	7	5	2	-6.73602556464472
chr6	31324750	31332688	0.176465596771341	16	0.047310146903175	0.659763023271066	48	0.29447327360093	7	6	1	-6.82504793000701
chr6	31332920	32441396	0.139682303887948	164	0.0427551844610005	0.800557573394585	5734	0.323771392085817	2	2	0	-6.81061720947222
chr6	32485326	33052981	0.0926264298685222	268	0.0580205535634547	1.17193842700406	1587	0.78387248591347	4	4	0	-6.74554273358949
chr6	33085010	56382474	0.150435484476961	553	0.0493984878008133	0.800375517133782	27768	0.259521975133215	2	2	0	-6.74681791309887
chr6	57244672	57255032	0.440655433396645	20	0.0417817323467414	1.04600265489137	44	0.382709945284772	2	1	1	-6.82970422361283
chr6	57372104	58779097	0.349479550051306	108	0.0594537344377514	0.988503032434923	286	0.467645833921935	3	2	1	-6.82737048785862
chr6	63921853	136582092	0.156238121650835	852	0.0537563853086663	0.818677751866048	39009	0.255871599459351	2	2	0	-6.9042744993051
chr6	136582113	136599842	0.422983020593116	13	0.079596740044056	0.910828952319713	119	0.327266178214209	2	1	1	-6.73462935968899
chr6	136732799	170713503	0.155617619176329	585	0.0641253961129905	0.817345446333482	23549	0.279803480254723	2	2	0	-6.78826901141475
chr7	35489	5760971	0.459227308126065	264	0.0501416038388687	1.34176926847517	6702	0.378623179539569	4	2	2	-7.02032542861845
chr7	5765278	6005323	0.334549371422187	24	0.116612505544111	1.30497691003198	373	0.466081613605486	4	3	1	-6.79986230354026
chr7	6012700	27141657	0.453460453143235	364	0.057357306303411	1.36348017031353	11822	0.367217507531118	4	2	2	-6.88746041617045
chr7	27196116	28547048	0.342471346557728	9	0.195491687802832	1.32889692050779	972	0.383307684928302	4	3	1	-6.77027792423927
chr7	28673541	57642390	0.450440608216892	570	0.0735039556885572	1.36281108463183	20156	0.392312478106222	4	2	2	-6.80978499174178
chr7	57642490	57698849	0.192710692375648	9	0.142244507802586	1.88217364540578	34	0.903054101556867	7	6	1	-6.7364588774736
chr7	57698903	57712326	0.389008142048862	14	0.0876898881486143	1.85248737042107	24	0.690693035700533	8	5	3	-6.73774358392628
chr7	61968883	63205694	0.353123311670973	23	0.113591233726228	1.29776254142571	335	0.493048075699816	3	2	1	-6.84221515903587
chr7	63325944	100549284	0.444747025462127	706	0.0782910081817061	1.33491562046435	29638	0.374005381346585	4	2	2	-6.83519356125435
chr7	100549321	100551533	0.332321752877971	84	0.0845661492058666	1.77801975511879	139	0.918214331598564	18	12	6	-6.7401291137672
chr7	100551578	100612898	0.384294543512181	94	0.0656390265919776	1.84115465298811	219	0.795805639415929	8	5	3	-6.7385297432896
chr7	100612945	100615533	0.296055429408623	9	0.0587731042040301	3.08790094378441	16	1.31903343399627	4	3	1	-6.7336432038734
chr7	100624718	100865847	0.461185785479428	42	0.0486590928509068	1.27625328670209	1185	0.362460603902863	4	2	2	-7.06889285248315
chr7	100875772	101256485	0.330715175834236	9	0.192548767271509	1.32092370032854	301	0.504724050303327	4	3	1	-6.75354551164567
chr7	101556363	141957653	0.44881738260417	841	0.0792679848681728	1.35919271207245	30993	0.380052993971665	4	2	2	-6.79162515462017
chr7	142045446	142099548	0.222851185880276	9	0.0800765258986677	2.22866444250085	26	1.28361050706441	10	8	2	-6.73525980910109
chr7	142119831	142144129	0.46294730800178	10	0.0308805944099383	1.63580757280853	87	0.734392674146206	6	3	3	-7.56209460450402
chr7	142144135	142231762	0.294829508259431	15	0.0422005416349804	1.53209841296254	157	0.763842030660374	4	3	1	-6.73458316817281
chr7	142239679	142458371	0.401324010793519	26	0.0826229712889544	1.60917123227203	224	0.598815608721014	5	3	2	-6.73350705382721
chr7	142458697	142460100	0.265020473447237	13	0.0394641999402379	2.20935420205189	33	1.19499696018378	16	12	4	-6.73441925015854
chr7	142460107	142494606	0.353566393815002	93	0.0909836383114717	1.9693579048618	257	0.969143943545561	6	4	2	-6.73304939356113
chr7	142495308	151971127	0.44377226418694	323	0.0781567785280515	1.33089006993033	10199	0.381817830254049	4	2	2	-6.79094175521302
chr7	152101416	152111535	0.372061776017063	17	0.0846950845854774	0.857966054890146	45	0.476205692549093	3	2	1	-6.73542798584673
chr7	152111860	159053596	0.45635919804999	140	0.0614066672029871	1.35336494677349	4407	0.371037341399908	4	2	2	-6.89613407503834
chr8	280391	7001203	0.150095932002979	126	0.0527228976490095	0.808608688241409	2937	0.308310000725561	2	2	0	-6.73913983678297
chr8	7148026	8066043	0.329616655568609	27	0.139344711840632	0.722919869957144	302	0.366065338843928	2	1	1	-7.04411829369305
chr8	8176221	43047593	0.155599217278193	751	0.0524722972923199	0.804303282539306	28476	0.263575035827622	2	2	0	-6.73371771821242
chr8	43092904	43363432	0.333707243979637	9	0.0681248853210044	0.933796433337629	113	0.435227050325481	3	2	1	-6.90620597136475
chr8	47491073	52567459	0.133413363745524	31	0.0619464041672098	0.817398427104596	2183	0.27167447285483	2	2	0	-6.81479204912156
chr8	52730441	52733128	0.366408068691836	15	0.0789763677733198	1.02504238455852	69	0.38647816071895	3	2	1	-6.73357066645984
chr8	52858979	146223744	0.157594068744923	1103	0.0563902782173704	0.809571392744115	53162	0.250315535690805	2	2	0	-6.75706620771838
chr9	116211	46912964	0.360481164245477	777	0.0766299405122312	1.09103305415507	25225	0.327380019824666	3	2	1	-6.7529312963815
chr9	65972412	67281962	0.305971081613158	107	0.0997127102289503	1.56454710525604	307	0.834094953538367	4	3	1	-6.76111108792598
chr9	67320829	141069289	0.360261385319219	1987	0.0740787086565569	1.08071945824343	72211	0.315306189579553	3	2	1	-6.74347964854789
chr10	94026	39138198	0.370531322290689	722	0.0743075176955849	1.08643924824039	23779	0.320232969594702	3	2	1	-6.73522326383076
chr10	42360726	46963745	0.356506829251396	163	0.0887022132347045	1.09184423887225	3024	0.358351624750644	3	2	1	-6.74566315582592
chr10	46965018	126524046	0.445516349298502	1554	0.0668960770200614	0.809475820145141	64361	0.229543286956993	2	1	1	-6.8165597107497
chr10	126675917	127668487	0.352504866798882	75	0.0915564119905131	0.869405340503664	982	0.333929728345329	3	2	1	-6.9997574171851
chr10	127668610	135166047	0.448107010023447	282	0.0625347047332948	0.826943710500927	4955	0.264490467813265	2	1	1	-6.86500108997412
chr10	135182369	135473026	0.347064181742927	39	0.0813234408045522	0.828358550995664	667	0.269465923641458	3	2	1	-6.94341442648226
chr11	193096	204147	0.348968970559668	9	0.088436417837902	0.871779287882777	115	0.266414084135546	3	2	1	-6.76717426705627
chr11	204228	1013167	0.168974336907029	129	0.0623217147070827	0.771689501112439	3535	0.23995321431619	2	2	0	-6.77792072361446
chr11	1016655	1018385	0.322314662283887	70	0.0942688866029851	1.23630913413187	106	0.44995834258617	10	7	3	-6.73971803887841
chr11	1018456	1213047	0.262716115355012	28	0.0920501933470978	0.781947058669401	719	0.256204867577508	1	1	0	-7.04382877231111
chr11	1213125	1213556	0.404691383255066	18	0.0699533224390481	1.02779194560403	26	0.314336275103835	5	3	2	-6.73382803323171
chr11	1246941	4567584	0.176656123291123	175	0.0664837192559831	0.775659141528756	5055	0.247214648293276	2	2	0	-6.84129609936226
chr11	4607913	5275802	0.146617458492124	93	0.0375086837382189	0.874463090488071	1205	0.444182795544882	2	2	0	-6.77748057805288
chr11	5276169	48149491	0.163816241418988	905	0.0543201874795101	0.802386723939428	35686	0.257905964665621	2	2	0	-6.75403249587313
chr11	48346204	51527637	0.3533379969691	147	0.0634459971773092	0.9151167847915	1545	0.34186149597638	3	2	1	-7.20055888856357
chr11	55110856	56459170	0.200314506463284	68	0.0721428991161881	0.858991906565319	1555	0.319764644930721	2	2	0	-6.99214953590814
chr11	56467787	56468835	0.366309570658367	31	0.112854754879556	1.26955661763415	53	0.459879806187804	3	2	1	-6.73337502247458
chr11	56468936	114318464	0.155782252612474	1275	0.057883876522435	0.790843692782139	66406	0.246202082995659	2	2	0	-6.91967308666789
chr11	114421561	114422135	0.319328719000244	34	0.0547279855870569	1.08655100679717	45	0.185347290732339	10	7	3	-6.74558566030624
chr11	115040140	134856497	0.158130584764911	487	0.0538377632634675	0.79111364650873	21848	0.256070986544462	2	2	0	-6.79302748453618
chr12	163272	24102737	0.238199777626329	742	0.0743294787490887	0.539665542181439	27375	0.180965195985601	1	1	0	-6.94994829442783
chr12	24964523	34320110	0.352258513455142	311	0.0791445319924275	1.11971388185921	7793	0.354862013261391	3	2	1	-6.80698419359191
chr12	38471762	133811705	0.363806089582895	2486	0.0706544154898136	1.08295361322467	102054	0.317917366232245	3	2	1	-6.73599633299015
chr13	19271676	19386250	0.363609389226447	9	0.118354106157938	1.31871831108431	58	0.758633592126158	3	2	1	-6.73875472213892
chr13	19526019	115064542	0.162120487048961	959	0.0662113875282063	0.818315837323184	44475	0.262193451688383	2	2	0	-6.94129261128325
chr14	19110239	20148108	0.311550611714264	47	0.114498084201643	1.39222859674632	471	0.651116225372897	4	3	1	-6.7451576774244
chr14	20228995	106518930	0.450443414882252	1939	0.0737119065510358	1.34494893953606	79721	0.376266835059868	4	2	2	-6.86188174085024
chr14	106573251	106733437	0.298630738136549	19	0.0633668886177901	1.52095920799806	157	0.791683517738431	4	3	1	-6.73614413521354
chr14	106733555	107283160	0.396342755423048	158	0.07940368362356	1.46129667758836	848	0.626944129703808	5	3	2	-6.74871478920344
chr15	20083754	22016259	0.339599728551162	78	0.148248217412669	0.811409110544364	654	0.368706857144251	2	1	1	-6.92195040274455
chr15	22140359	22466126	0.147430537807131	26	0.0502976524914816	0.666876377370211	276	0.349866567827318	2	2	0	-6.80347106045682
chr15	22473106	22489966	0.426542715546301	9	0.131305094256764	0.674868790200496	35	0.37472445450854	2	1	1	-6.73550744759296
chr15	22692513	76462077	0.163241952761305	1136	0.0680080954122525	0.799275888205083	60748	0.255359266510629	2	2	0	-6.77095658568205
chr15	76552369	77271643	0.326805574966638	9	0.100312151695484	0.792011458028566	511	0.262162047209295	2	1	1	-7.25109576381857
chr15	77322029	102516492	0.157606168821854	619	0.0558288375811894	0.801761050226256	21915	0.273112352657998	2	2	0	-6.73853767992512
chr16	96405	34324878	0.356809908254012	1527	0.0831403111791453	1.06013293083182	44753	0.335541991035589	3	2	1	-6.82981745228135
chr16	47001626	69375841	0.354334500008325	445	0.0765538538528972	1.07678325253825	19916	0.322585657039774	3	2	1	-6.75889049875132
chr16	69377553	90244494	0.397165362915445	975	0.0693280988135766	0.991063276207343	21024	0.308273339933809	3	2	1	-7.72889222031566
chr17	69368	2929674	0.448696725722883	139	0.0649529789903479	1.30994072843446	4390	0.381834650115336	4	2	2	-6.83582247084321
chr17	2929950	2966731	0.272358768552947	9	0.1347838805067	1.5651615997709	58	0.864293629806385	8	6	2	-6.73948448355164
chr17	3100802	15587383	0.455912181508477	586	0.0459903877964551	1.31857707093337	21386	0.383892794562431	4	2	2	-7.05986810448791
chr17	15599665	16068377	0.308726176826445	9	0.0520026708715791	1.32582240323935	1029	0.342043842877048	4	3	1	-6.77175100224383
chr17	16068383	16552913	0.474117817287488	9	0.0255918823935334	1.31685827756222	614	0.35732098548253	4	2	2	-8.44304439629963
chr17	16569572	16796872	0.31721577952284	9	0.186689656322405	1.32373696842507	289	0.465818644525591	4	3	1	-6.74143239488313
chr17	16843084	21318629	0.422415643355825	371	0.0718029214747463	1.3591145857881	8115	0.418679984760107	4	2	2	-6.73336253479165
chr17	21318663	21319716	0.279122888774938	44	0.0587329346363151	2.4182833011139	66	0.90167147661898	15	11	4	-6.73340788306071
chr17	21319767	22253279	0.341026078561054	124	0.084666125106941	1.54795980556198	539	0.771971157555786	6	4	2	-6.78837040491199
chr17	25291032	27956194	0.418359541105214	64	0.128730506884646	1.29979985736409	5495	0.377735648780784	4	2	2	-6.75800858035458
chr17	28070956	29686063	0.289677511592708	12	0.222281745184854	1.31698512044812	2404	0.366578798786722	4	3	1	-6.74135241914151
chr17	29815404	36204943	0.442796481752516	151	0.0908626564654361	1.33865569902971	7726	0.370695254945831	4	2	2	-6.76638699331327
chr17	36205417	36398144	0.298301434370814	17	0.113766336900529	1.34620612967744	159	0.469553905143173	4	3	1	-6.73339305570136
chr17	36453208	44248814	0.448556048158098	617	0.0716623313430716	1.3179653326381	20298	0.387282154046699	4	2	2	-6.83502290398247
chr17	44249096	44337429	0.276828401245826	21	0.112300002120171	1.67801615685108	102	0.861278432192319	8	6	2	-6.74386696001103
chr17	44344541	45216172	0.388563390669691	66	0.065499942169764	1.3582617295848	676	0.457868010544514	5	3	2	-6.85023093430311
chr17	45216210	45229234	0.257177912688836	14	0.0548923521965522	1.96854393998969	36	1.03969528006855	20	15	5	-6.74413077960816
chr17	45234626	79863455	0.452185805229362	1112	0.0667646275974223	1.3235923386766	41600	0.37322120611274	4	2	2	-6.9532423188335
chr17	79967486	80044211	0.292479092241429	9	0.196900637660499	1.27490756150307	621	0.317949951769197	4	3	1	-6.73515179856179
chr17	80045147	81083419	0.445575254996681	67	0.0977510290564352	1.31693478729652	2011	0.37120367650537	4	2	2	-6.76704761638818
chr18	12893	109366	0.261141260120779	30	0.131574414065887	1.17883169648715	83	0.915206098035133	5	4	1	-6.74866843003512
chr18	110673	14632790	0.154909861062096	241	0.0652852044371125	0.811394406890028	9264	0.281905470236823	2	2	0	-6.73890471554075
chr18	14779853	15208116	0.31769154742743	17	0.129908508529023	0.820722120171037	232	0.335278682628909	3	2	1	-6.99538506961567
chr18	18517185	18529880	0.35178496203762	37	0.10213974264226	1.63429950333354	70	0.731083798121512	6	4	2	-6.7335317594225
chr18	18983766	77728221	0.157823673929329	680	0.0513672277019226	0.813718041103546	26721	0.261144391648956	2	2	0	-6.78775382668866
chr19	372737	8993493	0.445476427574201	636	0.0776765891587854	1.30711891733574	19619	0.386344281083911	4	2	2	-6.83505523583052
chr19	8994056	9025604	0.308832678058937	27	0.081075217441527	1.45882244658656	405	0.632935000494905	7	5	2	-6.74099739790009
chr19	9043347	21560805	0.45053808679802	662	0.0732165414209675	1.30059349319413	28304	0.361241658565789	4	2	2	-6.92808201048459
chr19	21563398	24015602	0.375566973144134	96	0.117614318688357	1.29732533206249	2394	0.400768020899248	4	2	2	-6.85423993225489
chr19	27732058	40354576	0.452506841600701	427	0.0688552729976897	1.32238913674282	15608	0.367577984606827	4	2	2	-6.88077025296183
chr19	40357247	41398156	0.399640121438376	72	0.113351458782575	1.28907537689705	3082	0.356081905161163	4	2	2	-6.77521552998821
chr19	41401950	53411448	0.447992144238379	789	0.0773383829243609	1.30039283304033	28758	0.379020714183541	4	2	2	-6.89334407407109
chr19	53418471	53517312	0.295590569273797	11	0.108804829438269	1.28580486950012	277	0.456583504977717	4	3	1	-6.73395612649412
chr19	53518336	59082605	0.448860709093033	612	0.0664271719479666	1.30678247421789	15576	0.394943468478802	4	2	2	-6.85135510934061
chr20	138125	23346511	0.159693241208557	452	0.0632335096133816	0.802145919704985	16796	0.274700290195375	2	2	0	-6.73931664567916
chr20	23355423	25733334	0.443274941123807	38	0.0798944939058523	1.34176449483677	1978	0.385955518574186	4	2	2	-6.76971582488879
chr20	25733440	26213686	0.346633694288046	103	0.0917260413768449	1.43450633546695	302	0.673216385592733	6	4	2	-6.7892193180933
chr20	29449453	29546772	0.394159752302621	15	0.0663583346040915	1.696350345186	27	0.68297310913847	5	3	2	-6.74460670048402
chr20	29547029	30135377	0.318787739430807	140	0.100993018950173	1.43467318821161	619	0.60552232485086	4	3	1	-6.76670780222513
chr20	30347832	62873630	0.457067817327349	963	0.0579045883861172	1.33416222375264	39309	0.376340919936972	4	2	2	-6.97769035836419
chr21	9426943	11186346	0.342976881686396	320	0.110712467369463	0.953901286767291	1125	0.544291298558081	3	2	1	-6.82242848397178
chr21	14410455	15281870	0.280937505623486	40	0.136628616497986	0.92512043051916	425	0.465355048560629	3	2	1	-7.03054276419741
chr21	15481157	45959918	0.153880881331675	531	0.0569479860251372	0.800764632708489	21033	0.264261938742729	2	2	0	-6.74232283856688
chr21	45970199	46011170	0.371771107494444	9	0.0885437744847146	0.848468649686813	125	0.345876513112094	3	2	1	-6.74599726460889
chr21	46011468	48072958	0.173433828971274	199	0.0541921310399062	0.785160548053136	4075	0.273311606293117	2	2	0	-6.81147434375164
chr22	16157827	16968330	0.351817139865034	37	0.117369824382912	1.07126288809697	275	0.512321602349127	3	2	1	-6.74566120212114
chr22	17055458	32843436	0.15809255789242	827	0.0675004129569664	0.790865371581319	24906	0.286627247090449	2	2	0	-6.77258059381254
